Sample_Name,Day,Month,Year,Depth,DO,Temperature,pH
TBE,10,SEP,2007,0,4.74,17.9,5.24
TBE,10,SEP,2007,0.5,4.67,17.9,
TBE,10,SEP,2007,1,4.67,18,
TBE,10,SEP,2007,2,0.13,13.3,
TBE,10,SEP,2007,3,0.1,9.5,
TBE,10,SEP,2007,4,0.08,6,
TBE,10,SEP,2007,5,0.07,4.9,
TBE,10,SEP,2007,6,0.06,4.5,
TBE,10,SEP,2007,7,0.05,4.5,
NSE,10,SEP,2007,0,5.58,19.4,4.49
NSE,10,SEP,2007,0.5,5.57,19.4,
NSE,10,SEP,2007,1,5.5,19.3,
NSE,10,SEP,2007,2,4.75,19,
NSE,10,SEP,2007,3,0.13,13,
NSE,10,SEP,2007,4,0.05,9.4,
SSE,10,SEP,2007,0,5.75,18.9,4.03
SSE,10,SEP,2007,0.5,5.61,18.8,
SSE,10,SEP,2007,1,5.45,18.6,
SSE,10,SEP,2007,2,0.13,16.6,
SSE,10,SEP,2007,3,0.09,10.4,
SSE,10,SEP,2007,4,0.07,7,
SSE,10,SEP,2007,5,0.06,5.4,
SSE,10,SEP,2007,6,0.05,4.9,
SSE,10,SEP,2007,7,0.04,4.8,
SSE,10,SEP,2007,8,0.03,4.7,
WSE,10,SEP,2007,0,7.32,20.5,5.01
WSE,10,SEP,2007,0.5,7.3,20.6,
WSE,10,SEP,2007,1,7.24,20.5,
WSE,10,SEP,2007,2,7.12,20.4,
WSE,10,SEP,2007,3,6.97,20.3,
WSE,10,SEP,2007,4,0.09,18,
MAE,10,SEP,2007,0,6.51,16.9,5.59
MAE,10,SEP,2007,0.5,6.47,16.9,
MAE,10,SEP,2007,1,6.45,16.9,
MAE,10,SEP,2007,2,1.22,16,
MAE,10,SEP,2007,3,0.08,9.8,
MAE,10,SEP,2007,4,0.14,6.7,
MAE,10,SEP,2007,5,0.12,5.2,
MAE,10,SEP,2007,6,0.11,4.8,
MAE,10,SEP,2007,7,0.1,4.7,
MAE,10,SEP,2007,8,0.09,4.7,
MAE,10,SEP,2007,9,0.08,4.7,
MAE,10,SEP,2007,10,0.08,4.7,
MAE,10,SEP,2007,11,0.08,4.7,
MAE,10,SEP,2007,12,0.08,4.7,
MAE,10,SEP,2007,13,0.07,4.7,
MAE,10,SEP,2007,14,0.08,4.7,
MAE,10,SEP,2007,15,0.07,4.7,
MAE,10,SEP,2007,16,0.07,4.7,
MAE,10,SEP,2007,17,0.08,4.7,
MAE,10,SEP,2007,18,0.08,4.7,
MAE,10,SEP,2007,19,0.08,4.8,
MAE,10,SEP,2007,20,0.1,4.8,
MAE,10,SEP,2007,21,0.13,4.8,
MAE,10,SEP,2007,22,0.17,4.8,
NSE,17,SEP,2007,0,5.28,14,4.93
NSE,17,SEP,2007,0.5,5.22,13.8,
NSE,17,SEP,2007,1,5.22,13.8,
NSE,17,SEP,2007,2,5.34,13.7,
NSE,17,SEP,2007,3,2.48,13.3,
NSE,17,SEP,2007,4,0.18,10.9,
SSE,17,SEP,2007,0,7.09,13.4,4.48
SSE,17,SEP,2007,0.5,6.95,13.3,
SSE,17,SEP,2007,1,6.89,13.2,
SSE,17,SEP,2007,2,6.86,13.2,
SSE,17,SEP,2007,3,0.25,10.8,
SSE,17,SEP,2007,4,0.13,7,
SSE,17,SEP,2007,5,0.1,5.5,
SSE,17,SEP,2007,6,0.08,5,
SSE,17,SEP,2007,7,0.07,4.8,
SSE,17,SEP,2007,8,0.06,4.8,
SSE,17,SEP,2007,9,0.05,4.8,
WSE,17,SEP,2007,0,7.79,15.2,5.43
WSE,17,SEP,2007,0.5,7.72,15.1,
WSE,17,SEP,2007,1,7.66,15,
WSE,17,SEP,2007,2,7.64,15,
WSE,17,SEP,2007,3,7.61,14.9,
WSE,17,SEP,2007,4,6.64,14.9,
TBE,17,SEP,2007,0,5.85,15,4.31
TBE,17,SEP,2007,0.5,5.91,13.1,
TBE,17,SEP,2007,1,5.54,12.8,
TBE,17,SEP,2007,2,4.47,12.7,
TBE,17,SEP,2007,3,0.11,8.8,
TBE,17,SEP,2007,4,0.1,6.1,
TBE,17,SEP,2007,5,0.08,4.9,
TBE,17,SEP,2007,6,0.07,4.6,
TBE,17,SEP,2007,7,0.06,4.5,
CBE,17,SEP,2007,0,8.01,14.5,4.51
CBE,17,SEP,2007,0.5,8.23,14,
CBE,17,SEP,2007,1,8.15,13.5,
CBE,17,SEP,2007,1.5,8.03,13.3,
CBE,17,SEP,2007,2,7.9,13.2,
FBE,17,SEP,2007,0,8.11,14.3,4.99
FBE,17,SEP,2007,0.5,7.98,13,
FBE,17,SEP,2007,1,7.94,12.7,
FBE,17,SEP,2007,1.5,6.41,12.8,
FBE,17,SEP,2007,2,0.6,12.8,
MAE,18,SEP,2007,0,8.38,15.5,5.61
MAE,18,SEP,2007,0.5,7.89,14.2,
MAE,18,SEP,2007,1,7.38,13,
MAE,18,SEP,2007,2,6.29,12.7,
MAE,18,SEP,2007,3,0.12,10.4,
MAE,18,SEP,2007,4,0.12,6.6,
MAE,18,SEP,2007,5,0.1,5.2,
MAE,18,SEP,2007,6,0.08,4.6,
MAE,18,SEP,2007,7,0.07,4.6,
MAE,18,SEP,2007,8,0.07,4.7,
MAE,18,SEP,2007,9,0.07,4.7,
MAE,18,SEP,2007,10,0.06,4.7,
MAE,18,SEP,2007,11,0.06,4.7,
MAE,18,SEP,2007,12,0.06,4.7,
MAE,18,SEP,2007,13,0.06,4.7,
MAE,18,SEP,2007,14,0.06,4.7,
MAE,18,SEP,2007,15,0.06,4.7,
MAE,18,SEP,2007,16,0.06,4.7,
MAE,18,SEP,2007,17,0.07,4.7,
MAE,18,SEP,2007,18,0.07,4.7,
MAE,18,SEP,2007,19,0.08,4.7,
MAE,18,SEP,2007,20,0.08,4.8,
MAE,18,SEP,2007,21,0.09,4.8,
MAE,18,SEP,2007,22,0.18,4.8,
MAE,24,SEP,2007,0,10.01,18.1,6.11
MAE,24,SEP,2007,0.5,10.49,16.4,
MAE,24,SEP,2007,1,10.07,15,
MAE,24,SEP,2007,2,6.18,12.8,
MAE,24,SEP,2007,3,0.24,10.6,
MAE,24,SEP,2007,4,0.17,7,
MAE,24,SEP,2007,5,0.13,5.4,
MAE,24,SEP,2007,6,0.11,4.8,
MAE,24,SEP,2007,7,0.11,4.7,
MAE,24,SEP,2007,8,0.1,4.7,
MAE,24,SEP,2007,9,0.08,4.7,
MAE,24,SEP,2007,10,0.08,4.7,
MAE,24,SEP,2007,11,0.07,4.7,
MAE,24,SEP,2007,12,0.09,4.7,
MAE,24,SEP,2007,13,0.08,4.7,
MAE,24,SEP,2007,14,0.08,4.7,
MAE,24,SEP,2007,15,0.07,4.7,
MAE,24,SEP,2007,16,0.06,4.7,
MAE,24,SEP,2007,17,0.06,4.7,
MAE,24,SEP,2007,18,0.06,4.8,
MAE,24,SEP,2007,19,0.06,4.8,
MAE,24,SEP,2007,20,0.06,4.8,
MAE,24,SEP,2007,21,0.06,4.8,
MAE,24,SEP,2007,22,0.06,4.8,
TBE,24,SEP,2007,0,8.49,19.2,4.53
TBE,24,SEP,2007,0.5,7.66,16.4,
TBE,24,SEP,2007,1,5.4,14.9,
TBE,24,SEP,2007,2,4.1,12.6,
TBE,24,SEP,2007,3,0.1,9.2,
TBE,24,SEP,2007,4,0.08,6.3,
TBE,24,SEP,2007,5,0.07,5.1,
TBE,24,SEP,2007,6,0.05,4.7,
TBE,24,SEP,2007,7,0.06,4.5,
SSE,24,SEP,2007,0,8.87,20.2,4.7
SSE,24,SEP,2007,0.5,9.4,18,
SSE,24,SEP,2007,1,8.05,15.8,
SSE,24,SEP,2007,2,5.79,13.6,
SSE,24,SEP,2007,3,0.12,11,
SSE,24,SEP,2007,4,0.12,7.2,
SSE,24,SEP,2007,5,0.1,5.7,
SSE,24,SEP,2007,6,0.08,5.1,
SSE,24,SEP,2007,7,0.08,4.9,
SSE,24,SEP,2007,8,0.06,4.9,
SSE,24,SEP,2007,9,0.05,4.9,
CBE,25,SEP,2007,0,8.62,19.7,4.76
CBE,25,SEP,2007,0.5,8.7,19.2,
CBE,25,SEP,2007,1,9.66,17.1,
CBE,25,SEP,2007,1.5,8.5,15.5,
CBE,25,SEP,2007,2,3.5,14.6,
FBE,25,SEP,2007,0,8.8,19.3,4.88
FBE,25,SEP,2007,0.5,8.41,17.7,
FBE,25,SEP,2007,1,7.11,16.2,
FBE,25,SEP,2007,1.5,6,15.9,
FBE,25,SEP,2007,2,,,
NSE,25,SEP,2007,0,8.16,19.5,4.73
NSE,25,SEP,2007,0.5,7.76,18.5,
NSE,25,SEP,2007,1,6.68,16.6,
NSE,25,SEP,2007,2,3.83,14.3,
NSE,25,SEP,2007,3,0.12,13,
NSE,25,SEP,2007,4,0.06,10.1,
WSE,25,SEP,2007,0,8.72,19,5.21
WSE,25,SEP,2007,0.5,8.76,19,
WSE,25,SEP,2007,1,8.74,19,
WSE,25,SEP,2007,2,8.67,16.8,
WSE,25,SEP,2007,3,5.52,16.2,
WSE,25,SEP,2007,4,1.9,15.6,
MAE,1,OCT,2007,0,9.56,14.6,6.14
MAE,1,OCT,2007,0.5,9.55,14.5,
MAE,1,OCT,2007,1,9.46,14.4,
MAE,1,OCT,2007,2,4.74,13,
MAE,1,OCT,2007,3,0.11,10.3,
MAE,1,OCT,2007,4,0.09,7.1,
MAE,1,OCT,2007,5,0.09,5.4,
MAE,1,OCT,2007,6,0.08,4.8,
MAE,1,OCT,2007,7,0.07,4.6,
MAE,1,OCT,2007,8,0.06,4.6,
MAE,1,OCT,2007,9,0.06,4.7,
MAE,1,OCT,2007,10,0.06,4.7,
MAE,1,OCT,2007,11,0.06,4.7,
MAE,1,OCT,2007,12,0.06,4.7,
MAE,1,OCT,2007,13,0.05,4.7,
MAE,1,OCT,2007,14,0.05,4.7,
MAE,1,OCT,2007,15,0.05,4.7,
MAE,1,OCT,2007,16,0.04,4.7,
MAE,1,OCT,2007,17,0.04,4.7,
MAE,1,OCT,2007,18,0.04,4.7,
MAE,1,OCT,2007,19,0.04,4.7,
MAE,1,OCT,2007,20,0.04,4.8,
MAE,1,OCT,2007,21,0.04,4.8,
MAE,1,OCT,2007,22,0.03,4.8,
NSE,1,OCT,2007,0,8.04,15.6,4.74
NSE,1,OCT,2007,0.5,7.49,15.6,
NSE,1,OCT,2007,1,6.43,15,
NSE,1,OCT,2007,2,5.44,14.7,
NSE,1,OCT,2007,3,0.13,12.9,
NSE,1,OCT,2007,4,0.04,10.2,
SSE,1,OCT,2007,0,8.73,15.3,4.46
SSE,1,OCT,2007,0.5,8.2,15.2,
SSE,1,OCT,2007,1,7.12,14.6,
SSE,1,OCT,2007,2,3.28,13.9,
SSE,1,OCT,2007,3,0.08,10.9,
SSE,1,OCT,2007,4,0.08,7.4,
SSE,1,OCT,2007,5,0.07,6,
SSE,1,OCT,2007,6,0.06,5.2,
SSE,1,OCT,2007,7,0.05,5,
SSE,1,OCT,2007,8,0.05,4.8,
SSE,1,OCT,2007,9,0.03,4.8,
CBE,1,OCT,2007,0,9.16,16.1,4.38
CBE,1,OCT,2007,0.5,9.14,15.8,
CBE,1,OCT,2007,1,7.41,15.1,
CBE,1,OCT,2007,1.5,6.94,14.9,
CBE,1,OCT,2007,2,6.3,14.7,
TBE,1,OCT,2007,0,10.41,16.4,4.28
TBE,1,OCT,2007,0.5,8.24,15.4,
TBE,1,OCT,2007,1,7.7,14.6,
TBE,1,OCT,2007,2,3.01,12.3,
TBE,1,OCT,2007,3,0.11,9.7,
TBE,1,OCT,2007,4,0.08,6.4,
TBE,1,OCT,2007,5,0.06,5.1,
TBE,1,OCT,2007,6,0.06,4.7,
TBE,1,OCT,2007,7,0.05,4.6,
WSE,2,OCT,2007,0,7.97,15.9,5.45
WSE,2,OCT,2007,0.5,7.88,15.9,
WSE,2,OCT,2007,1,7.79,15.9,
WSE,2,OCT,2007,2,7.65,15.9,
WSE,2,OCT,2007,3,6.88,15.7,
WSE,2,OCT,2007,4,4.76,15.5,
FBE,2,OCT,2007,0,8.15,15.5,4.81
FBE,2,OCT,2007,0.5,7.99,15.4,
FBE,2,OCT,2007,1,5.96,14.9,
FBE,2,OCT,2007,1.5,6.16,14.8,
FBE,2,OCT,2007,2,,,
MAE,15,OCT,2007,0,6.66,10.3,5.61
MAE,15,OCT,2007,0.5,6.62,10.2,
MAE,15,OCT,2007,1,6.54,10.1,
MAE,15,OCT,2007,2,6.43,10.1,
MAE,15,OCT,2007,3,5.86,10.1,
MAE,15,OCT,2007,4,0.05,7.4,
MAE,15,OCT,2007,5,0.05,5.9,
MAE,15,OCT,2007,6,0.04,4.9,
MAE,15,OCT,2007,7,0,4.7,
MAE,15,OCT,2007,8,0,4.6,
MAE,15,OCT,2007,9,0.03,4.7,
MAE,15,OCT,2007,10,0.02,4.7,
MAE,15,OCT,2007,11,0.02,4.7,
MAE,15,OCT,2007,12,0.03,4.7,
MAE,15,OCT,2007,13,0,4.7,
MAE,15,OCT,2007,14,0.03,4.7,
MAE,15,OCT,2007,15,0.02,4.7,
MAE,15,OCT,2007,16,0.03,4.7,
MAE,15,OCT,2007,17,0.02,4.7,
MAE,15,OCT,2007,18,0,4.7,
MAE,15,OCT,2007,19,0,4.7,
MAE,15,OCT,2007,20,0.02,4.8,
MAE,15,OCT,2007,21,0,4.8,
SSE,15,OCT,2007,0,4.7,11.1,4.68
SSE,15,OCT,2007,0.5,4.65,11.1,
SSE,15,OCT,2007,1,4.4,10.9,
SSE,15,OCT,2007,2,4.02,10.8,
SSE,15,OCT,2007,3,4.06,10.7,
SSE,15,OCT,2007,4,0.09,8.1,
SSE,15,OCT,2007,5,0.07,6.5,
SSE,15,OCT,2007,6,0.06,5.4,
SSE,15,OCT,2007,7,0.05,5.1,
SSE,15,OCT,2007,8,0.04,4.9,
SSE,15,OCT,2007,9,0,5,
NSE,15,OCT,2007,0,4.17,11.3,4.58
NSE,15,OCT,2007,0.5,4.11,11.3,
NSE,15,OCT,2007,1,3.91,11.2,
NSE,15,OCT,2007,2,3.57,11.1,
NSE,15,OCT,2007,3,3.63,11.1,
NSE,15,OCT,2007,4,3.17,11.1,
TBE,16,OCT,2007,0,6.35,10.3,4.38
TBE,16,OCT,2007,0.5,6.22,10.2,
TBE,16,OCT,2007,1,6.22,10.1,
TBE,16,OCT,2007,2,6.13,10.1,
TBE,16,OCT,2007,3,5.19,10,
TBE,16,OCT,2007,4,0.14,7.1,
TBE,16,OCT,2007,5,0.11,5.5,
TBE,16,OCT,2007,6,0.11,4.8,
TBE,16,OCT,2007,7,0.11,4.6,
FBE,16,OCT,2007,0,8.1,9.7,4.55
FBE,16,OCT,2007,0.5,8.07,9.6,
FBE,16,OCT,2007,1,8.03,9.6,
FBE,16,OCT,2007,1.5,8,9.6,
FBE,16,OCT,2007,2,,,
CBE,16,OCT,2007,0,7.2,10.6,4.41
CBE,16,OCT,2007,0.5,7.17,10.4,
CBE,16,OCT,2007,1,7.11,10.4,
CBE,16,OCT,2007,1.5,7.13,10.4,
CBE,16,OCT,2007,2,7.06,10.4,
WSE,16,OCT,2007,0,7.88,11.8,5.15
WSE,16,OCT,2007,0.5,7.84,11.8,
WSE,16,OCT,2007,1,7.82,11.8,
WSE,16,OCT,2007,2,7.79,11.7,
WSE,16,OCT,2007,3,7.79,11.7,
WSE,16,OCT,2007,4,7.77,11.7,
NSE,22,OCT,2007,0,4.4,11.5,
NSE,22,OCT,2007,0.5,4.4,11.2,
NSE,22,OCT,2007,1,4.4,11.2,
NSE,22,OCT,2007,2,4.4,11.1,
NSE,22,OCT,2007,3,3.3,11,
NSE,22,OCT,2007,4,1,10.9,
SSE,22,OCT,2007,0,5.7,11.3,
SSE,22,OCT,2007,0.5,5.6,11.1,
SSE,22,OCT,2007,1,5.2,10.9,
SSE,22,OCT,2007,2,4.4,10.7,
SSE,22,OCT,2007,3,2.3,10.4,
SSE,22,OCT,2007,4,0.15,8.7,
SSE,22,OCT,2007,5,0.1,6.8,
SSE,22,OCT,2007,6,0.1,5.5,
SSE,22,OCT,2007,7,0.1,5.2,
SSE,22,OCT,2007,8,0.1,5,
SSE,22,OCT,2007,9,0.1,5,
WSE,22,OCT,2007,0,7.93,11.8,
WSE,22,OCT,2007,0.5,7.5,11.8,
WSE,22,OCT,2007,1,7.7,11.8,
WSE,22,OCT,2007,2,7.4,11.8,
WSE,22,OCT,2007,3,7.55,11.7,
WSE,22,OCT,2007,4,7.1,11.8,
FBE,22,OCT,2007,0,7.6,11.2,
FBE,22,OCT,2007,0.5,7.6,11.1,
FBE,22,OCT,2007,1,7.3,10.7,
FBE,22,OCT,2007,1.5,7.3,10.6,
FBE,22,OCT,2007,2,0.2,10.7,
TBE,22,OCT,2007,0,8.5,10.6,
TBE,22,OCT,2007,0.5,8.25,10.7,
TBE,22,OCT,2007,1,7.4,10.3,
TBE,22,OCT,2007,2,4.5,10.1,
TBE,22,OCT,2007,3,3.37,9.6,
TBE,22,OCT,2007,4,0.12,7.1,
TBE,22,OCT,2007,5,0.04,7.1,
TBE,22,OCT,2007,6,0.04,5.7,
TBE,22,OCT,2007,7,0.04,4.8,
CBE,23,OCT,2007,0,7.4,10.3,
CBE,23,OCT,2007,0.5,7.21,10,
CBE,23,OCT,2007,1,7.28,9.9,
CBE,23,OCT,2007,1.5,7.26,9.9,
CBE,23,OCT,2007,2,6.85,9.7,
MAE,23,OCT,2007,0,6.36,9.4,
MAE,23,OCT,2007,0.5,6.32,9.6,
MAE,23,OCT,2007,1,6.27,9.5,
MAE,23,OCT,2007,2,6.37,9.4,
MAE,23,OCT,2007,3,6.29,9.4,
MAE,23,OCT,2007,4,0.15,8,
MAE,23,OCT,2007,5,0.08,5.9,
MAE,23,OCT,2007,6,0.08,5.1,
MAE,23,OCT,2007,7,0.06,4.8,
MAE,23,OCT,2007,8,0.05,4.7,
MAE,23,OCT,2007,9,0.05,4.7,
MAE,23,OCT,2007,10,0.04,4.7,
MAE,23,OCT,2007,11,0.04,4.7,
MAE,23,OCT,2007,12,0.04,4.7,
MAE,23,OCT,2007,13,0.03,4.7,
MAE,23,OCT,2007,14,0.03,4.7,
MAE,23,OCT,2007,15,0.04,4.7,
MAE,23,OCT,2007,16,0.03,4.7,
MAE,23,OCT,2007,17,0.03,4.7,
MAE,23,OCT,2007,18,0.03,4.7,
MAE,23,OCT,2007,19,0.02,4.8,
MAE,23,OCT,2007,20,0.03,4.8,
MAE,23,OCT,2007,21,,,
MAE,23,OCT,2007,22,,,
MAE,29,OCT,2007,0,6.51,7.6,5.7
MAE,29,OCT,2007,0.5,6.47,7.6,
MAE,29,OCT,2007,1,6.45,7.6,
MAE,29,OCT,2007,2,6.43,7.6,
MAE,29,OCT,2007,3,6.43,7.6,
MAE,29,OCT,2007,4,6.43,7.6,
MAE,29,OCT,2007,5,0.16,6.3,
MAE,29,OCT,2007,6,0.13,5.1,
MAE,29,OCT,2007,7,0.11,4.8,
MAE,29,OCT,2007,8,0.11,4.7,
MAE,29,OCT,2007,9,0.1,4.7,
MAE,29,OCT,2007,10,0.1,4.7,
MAE,29,OCT,2007,11,0.09,4.7,
MAE,29,OCT,2007,12,0.09,4.7,
MAE,29,OCT,2007,13,0.08,4.7,
MAE,29,OCT,2007,14,0.08,4.7,
MAE,29,OCT,2007,15,0.09,4.7,
MAE,29,OCT,2007,16,0.09,4.7,
MAE,29,OCT,2007,17,0.08,4.7,
MAE,29,OCT,2007,18,0.08,4.8,
MAE,29,OCT,2007,19,0.08,4.8,
MAE,29,OCT,2007,20,0.1,4.8,
MAE,29,OCT,2007,21,0.1,4.8,
MAE,29,OCT,2007,22,0.15,4.8,
TBE,29,OCT,2007,0,5.74,8.4,4.37
TBE,29,OCT,2007,0.5,5.33,7.8,
TBE,29,OCT,2007,1,5.2,7.7,
TBE,29,OCT,2007,2,5.18,7.6,
TBE,29,OCT,2007,3,5.28,7.5,
TBE,29,OCT,2007,4,1.38,7.3,
TBE,29,OCT,2007,5,0.08,5.9,
TBE,29,OCT,2007,6,0.07,5,
TBE,29,OCT,2007,7,0.06,4.7,
CBE,29,OCT,2007,0,9.21,9.9,4.42
CBE,29,OCT,2007,0.5,9.46,8.3,
CBE,29,OCT,2007,1,9.25,8,
CBE,29,OCT,2007,1.5,9.2,7.7,
CBE,29,OCT,2007,2,8.93,7.6,
FBE,30,OCT,2007,0,8.33,6.2,4.94
FBE,30,OCT,2007,0.5,8.26,6.2,
FBE,30,OCT,2007,1,8.2,6.2,
FBE,30,OCT,2007,1.5,8.26,6.2,
FBE,30,OCT,2007,2,5.47,6.5,
SSE,30,OCT,2007,0,4.38,8.3,4.39
SSE,30,OCT,2007,0.5,4.26,8.2,
SSE,30,OCT,2007,1,4.22,8.1,
SSE,30,OCT,2007,2,4.19,8.1,
SSE,30,OCT,2007,3,4.14,8.1,
SSE,30,OCT,2007,4,3.91,8,
SSE,30,OCT,2007,5,0.11,6.7,
SSE,30,OCT,2007,6,0.08,5.6,
SSE,30,OCT,2007,7,0.08,5.2,
SSE,30,OCT,2007,8,0.06,5,
SSE,30,OCT,2007,9,0.06,5,
NSE,30,OCT,2007,0,5.52,8.4,4.54
NSE,30,OCT,2007,0.5,5.43,8.2,
NSE,30,OCT,2007,1,5.42,8.2,
NSE,30,OCT,2007,2,5.36,8.1,
NSE,30,OCT,2007,3,5.21,8.1,
NSE,30,OCT,2007,4,3.87,8.2,
WSE,30,OCT,2007,0,8.47,9.3,5.18
WSE,30,OCT,2007,0.5,8.36,9.1,
WSE,30,OCT,2007,1,8.34,9,
WSE,30,OCT,2007,2,8.29,8.9,
WSE,30,OCT,2007,3,8.27,8.8,
WSE,30,OCT,2007,4,8.19,8.8,
MAE,5,NOV,2007,0,6.11,6.7,5.88
MAE,5,NOV,2007,0.5,5.98,6.6,
MAE,5,NOV,2007,1,5.93,6.5,
MAE,5,NOV,2007,2,5.91,6.5,
MAE,5,NOV,2007,3,5.85,6.5,
MAE,5,NOV,2007,4,5.82,6.5,
MAE,5,NOV,2007,5,5.75,6.5,
MAE,5,NOV,2007,6,0.16,5.3,
MAE,5,NOV,2007,7,0.07,4.8,
MAE,5,NOV,2007,8,0.07,4.7,
MAE,5,NOV,2007,9,0.05,4.7,
MAE,5,NOV,2007,10,0.03,4.7,
MAE,5,NOV,2007,11,0.03,4.7,
MAE,5,NOV,2007,12,0.04,4.7,
MAE,5,NOV,2007,13,0.03,4.7,
MAE,5,NOV,2007,14,0.03,4.7,
MAE,5,NOV,2007,15,0.03,4.7,
MAE,5,NOV,2007,16,0.03,4.7,
MAE,5,NOV,2007,17,0.03,4.7,
MAE,5,NOV,2007,18,0.03,4.7,
MAE,5,NOV,2007,19,0.03,4.8,
MAE,5,NOV,2007,20,0.03,4.8,
MAE,5,NOV,2007,21,0.03,4.8,
MAE,5,NOV,2007,22,0.03,4.8,
TBE,5,NOV,2007,0,5.1,6.6,4.73
TBE,5,NOV,2007,0.5,5.07,6.6,
TBE,5,NOV,2007,1,5,6.5,
TBE,5,NOV,2007,2,4.75,6.4,
TBE,5,NOV,2007,3,4.6,6.4,
TBE,5,NOV,2007,4,4.45,6.4,
TBE,5,NOV,2007,5,0.46,6.2,
TBE,5,NOV,2007,6,0.1,5.1,
TBE,5,NOV,2007,7,0.07,4.6,
CBE,6,NOV,2007,0,10.59,5.1,4.72
CBE,6,NOV,2007,0.5,10.28,5,
CBE,6,NOV,2007,1,10.16,4.9,
CBE,6,NOV,2007,1.5,10.09,4.9,
CBE,6,NOV,2007,2,10.06,4.8,
TBE,6,NOV,2007,0,4.81,5.9,4.73
TBE,6,NOV,2007,0.5,4.72,5.8,
TBE,6,NOV,2007,1,4.71,5.8,
TBE,6,NOV,2007,2,4.52,5.7,
TBE,6,NOV,2007,3,4.5,5.7,
TBE,6,NOV,2007,4,4.56,5.7,
TBE,6,NOV,2007,5,4.46,5.6,
TBE,6,NOV,2007,6,1.59,5.2,
TBE,6,NOV,2007,7,0.09,4.7,
FBE,6,NOV,2007,0,9.68,3.4,4.82
FBE,6,NOV,2007,0.5,9.52,3.5,
FBE,6,NOV,2007,1,9.06,3.8,
FBE,6,NOV,2007,1.5,8.78,4.1,
FBE,6,NOV,2007,2,5.53,4.4,
NSE,7,NOV,2007,0,7.55,5.5,4.79
NSE,7,NOV,2007,0.5,7.48,5.3,
NSE,7,NOV,2007,1,7.41,5.3,
NSE,7,NOV,2007,2,7.39,5.3,
NSE,7,NOV,2007,3,7.36,5.2,
NSE,7,NOV,2007,4,0.11,6.1,
SSE,7,NOV,2007,0,4.11,5.7,
SSE,7,NOV,2007,0.5,3.99,5.7,
SSE,7,NOV,2007,1,3.94,5.8,
SSE,7,NOV,2007,2,3.9,5.7,
SSE,7,NOV,2007,3,3.88,5.7,
SSE,7,NOV,2007,4,3.89,5.7,
SSE,7,NOV,2007,5,3.88,5.7,
SSE,7,NOV,2007,6,3.86,5.7,
SSE,7,NOV,2007,7,3.79,5.7,
SSE,7,NOV,2007,8,0.18,5,
SSE,7,NOV,2007,9,0.11,5,
TBE,7,NOV,2007,0,4.43,5.5,4.13
TBE,7,NOV,2007,0.5,4.34,5.4,
TBE,7,NOV,2007,1,4.3,5.3,
TBE,7,NOV,2007,2,4.19,5.3,
TBE,7,NOV,2007,3,4.19,5.3,
TBE,7,NOV,2007,4,4.2,5.3,
TBE,7,NOV,2007,5,4.12,5.2,
TBE,7,NOV,2007,6,4.12,5.2,
TBE,7,NOV,2007,7,0.08,4.7,
WSE,8,NOV,2007,0,9.9,5.7,5.13
WSE,8,NOV,2007,0.5,9.77,5.5,
WSE,8,NOV,2007,1,9.69,5.4,
WSE,8,NOV,2007,2,9.69,5.3,
WSE,8,NOV,2007,3,9.66,5.3,
WSE,8,NOV,2007,4,9.6,5.2,
TBE,8,NOV,2007,0,4.3,5.3,4.81
TBE,8,NOV,2007,0.5,4.19,5.2,
TBE,8,NOV,2007,1,4.12,5.1,
TBE,8,NOV,2007,2,4.14,5.1,
TBE,8,NOV,2007,3,4.13,5,
TBE,8,NOV,2007,4,4.1,5,
TBE,8,NOV,2007,5,3.94,5,
TBE,8,NOV,2007,6,3.94,5,
TBE,8,NOV,2007,7,0.07,4.6,
TBE,9,NOV,2007,0,4.26,5,4.81
TBE,9,NOV,2007,0.5,4.23,5,
TBE,9,NOV,2007,1,3.98,4.9,
TBE,9,NOV,2007,2,3.92,4.9,
TBE,9,NOV,2007,3,3.9,4.9,
TBE,9,NOV,2007,4,3.88,4.9,
TBE,9,NOV,2007,5,3.89,4.9,
TBE,9,NOV,2007,6,3.89,4.9,
TBE,9,NOV,2007,7,0.2,4.7,
TBE,10,NOV,2007,0,3.93,5,4.55
TBE,10,NOV,2007,0.5,3.9,4.9,
TBE,10,NOV,2007,1,3.61,4.9,
TBE,10,NOV,2007,2,3.58,4.9,
TBE,10,NOV,2007,3,3.55,4.9,
TBE,10,NOV,2007,4,3.52,4.9,
TBE,10,NOV,2007,5,3.43,4.8,
TBE,10,NOV,2007,6,3.4,4.8,
TBE,10,NOV,2007,7,0.11,4.7,
TBE,11,NOV,2007,0,3.4,5.5,4.73
TBE,11,NOV,2007,0.5,3.25,5,
TBE,11,NOV,2007,1,3.07,4.9,
TBE,11,NOV,2007,2,3.05,4.8,
TBE,11,NOV,2007,3,3.05,4.7,
TBE,11,NOV,2007,4,3.05,4.7,
TBE,11,NOV,2007,5,3.03,4.7,
TBE,11,NOV,2007,6,3.03,4.7,
TBE,11,NOV,2007,7,0.28,4.7,
TBE,14,NOV,2007,0,2.1,4.8,
TBE,14,NOV,2007,0.5,2.08,4.7,4.67
TBE,14,NOV,2007,1,2.06,4.7,
TBE,14,NOV,2007,2,1.98,4.7,
TBE,14,NOV,2007,3,1.94,4.7,
